"CensusID","DateID","SiteID","AreaID","TypeID","CounterID","DielID","TimeStart","TimeEnd","AreaCovered","CensusComments","CensusNum","s_ColLineage","s_Generation","s_GUID","s_Lineage"
1439928188,-2109077705,101,1438713684,2,1194558598,1,"1899-12-30 06:00:00","1899-12-30 08:20:00",45,,496,,0,,
683456744,-1286241928,101,1438713684,2,1400782898,1,"1899-12-30 04:30:00","1899-12-30 05:50:00",40,,495,,0,,
1758075060,1681829548,101,-1082126942,2,1400782898,1,"1899-12-30 07:15:00","1899-12-30 08:00:00",50,"Start and end time not originally recorded, those entered are estimates/guesses",494,,0,,
1440109050,1681829548,101,-1082126942,2,1400782898,1,"1899-12-30 08:00:00","1899-12-30 08:30:00",50,"Time start and end are guesses",493,,0,,
1026571258,1161497028,101,-1337255348,2,1582928409,1,"1899-12-30 08:00:00","1899-12-30 09:30:00",80,"estimated time period",492,,0,,
1297343498,1161497028,101,-1082126942,2,1582928409,1,"1899-12-30 06:00:00","1899-12-30 06:30:00",100,"estimated start time",491,,0,,
-1760629757,1161497028,101,1782601326,2,1582928409,1,"1899-12-30 06:45:00","1899-12-30 07:30:00",5,"estimated end time, previous feeding survey continued after post-manipulation survey at SH2",490,,0,,
-1868383420,1161497028,101,1782601326,2,1582928409,1,"1899-12-30 05:00:00","1899-12-30 06:00:00",8,"estimated end time",489,,0,,
-288891990,-1286241928,101,-1333542459,2,1582928409,1,"1899-12-30 04:30:00","1899-12-30 06:45:00",25,,488,,0,,
1039154497,1681829548,101,-1082126942,2,1582928409,1,"1899-12-30 07:30:00","1899-12-30 08:30:00",100,"estimated end time",487,,0,,
1439318960,-2109077705,101,-1333542459,2,1582928409,1,"1899-12-30 06:00:00","1899-12-30 08:20:00",30,,486,,0,,
1445977512,-1337393634,100,31,2,1400782898,1,"1899-12-30 06:20:00","1899-12-30 07:44:00",100,,500,,0,,
-2123630879,-1337393634,100,32,2,1400782898,1,"1899-12-30 07:45:00","1899-12-30 08:01:00",100,,501,,0,,
-592215104,-1337393634,100,33,2,1400782898,1,"1899-12-30 08:03:00","1899-12-30 08:12:00",100,,502,,0,,
1456002078,-1337393634,100,34,2,1400782898,1,"1899-12-30 08:20:00","1899-12-30 08:46:00",100,,503,,0,,
670260945,1446145040,100,28,2,10,1,"1899-12-30 17:45:00","1899-12-30 17:55:00",100,"The natural patch N of F has increased considerably in size, down to Patches E and G (2.5 x 2.5 m)",504,,0,,
298249573,1446145040,100,29,2,10,1,"1899-12-30 17:56:00","1899-12-30 18:06:00",100,,505,,0,,
-1890514576,1446145040,100,26,2,10,1,"1899-12-30 18:06:00","1899-12-30 18:15:00",100,,506,,0,,
2122878522,1446145040,100,27,2,10,1,"1899-12-30 18:15:00","1899-12-30 18:20:00",100,,507,,0,,
-1321792145,1446145040,100,25,2,10,1,"1899-12-30 18:20:00","1899-12-30 18:25:00",100,,508,,0,,
-1701737163,1446145040,100,24,2,10,1,"1899-12-30 18:25:00","1899-12-30 18:44:00",100,,509,,0,,
1446146082,1446145040,100,23,2,10,1,"1899-12-30 18:45:00","1899-12-30 19:02:00",100,,510,,0,,
1360595004,1446145040,100,22,2,10,1,"1899-12-30 19:03:00","1899-12-30 19:20:00",100,,511,,0,,
-183190108,1446145040,100,30,2,10,1,"1899-12-30 19:22:00","1899-12-30 19:26:00",100,"New natural patch next to AC (1.25 x 0.5 m)",512,,0,,
-1986401166,1446145040,100,33,2,10,1,"1899-12-30 19:26:00","1899-12-30 19:34:00",100,,513,,0,,
-1641164640,1446145040,100,31,2,10,1,"1899-12-30 19:37:00","1899-12-30 19:52:00",100,,514,,0,,
2003916181,1446145040,100,32,2,10,1,"1899-12-30 19:53:00","1899-12-30 20:01:00",100,,515,,0,,
-1868090860,1446145040,100,37,2,10,1,"1899-12-30 20:03:00","1899-12-30 20:10:00",100,,516,,0,,
945528974,1446145040,100,36,2,10,1,"1899-12-30 20:10:00","1899-12-30 20:14:00",100,,517,,0,,
-1893568456,1446145040,100,34,2,10,1,"1899-12-30 20:17:00","1899-12-30 20:25:00",100,,518,,0,,
139342183,1446145040,100,35,2,10,1,"1899-12-30 20:25:00","1899-12-30 20:31:00",100,,519,,0,,
1052928543,1446145040,100,38,2,10,1,"1899-12-30 20:32:00","1899-12-30 20:35:00",100,,520,,0,,
-1155239397,1446145040,100,39,2,10,1,"1899-12-30 20:35:00","1899-12-30 20:42:00",100,,521,,0,,
-1742692848,1448810155,100,30,2,10,1,"1899-12-30 15:09:00","1899-12-30 15:12:00",100,"no whelks",522,,0,,
1069426897,1448810155,100,27,2,10,1,"1899-12-30 15:12:00","1899-12-30 15:20:00",100,,523,,0,,
-281452697,1448810155,100,27,2,10,1,"1899-12-30 15:16:00","1899-12-30 15:20:00",100,"no whelks",524,,0,,
-1349759204,1448810155,100,33,2,10,1,"1899-12-30 15:21:00","1899-12-30 15:25:00",100,,525,,0,,
-480684001,1448810155,100,34,2,10,1,"1899-12-30 15:25:00","1899-12-30 15:29:00",100,,526,,0,,
-2139733989,1448810155,100,35,2,10,1,"1899-12-30 15:30:00","1899-12-30 15:33:00",100,"no whelks",527,,0,,
-1843296576,1448810155,100,32,2,10,1,"1899-12-30 15:34:00","1899-12-30 15:39:00",100,,528,,0,,
889365196,1448810155,100,31,2,10,1,"1899-12-30 15:40:00","1899-12-30 15:50:00",100,,529,,0,,
-793862902,1448810155,100,39,2,10,1,"1899-12-30 15:52:00","1899-12-30 15:57:00",100,,530,,0,,
-1516895818,1448810155,100,38,2,10,1,"1899-12-30 15:58:00","1899-12-30 16:00:00",100,,531,,0,,
2023504709,1448810155,100,36,2,10,1,"1899-12-30 16:00:00","1899-12-30 16:04:00",100,,532,,0,,
-733673733,1448810155,100,28,2,10,1,"1899-12-30 16:09:00","1899-12-30 16:16:00",100,,533,,0,,
-15980570,1448810155,100,26,2,10,1,"1899-12-30 16:19:00","1899-12-30 16:27:00",100,,534,,0,,
-1389077634,1448810155,100,24,2,10,1,"1899-12-30 16:28:00","1899-12-30 16:37:00",100,,535,,0,,
395830145,1448810155,100,22,2,10,1,"1899-12-30 16:38:00","1899-12-30 16:48:00",100,,536,,0,,
-494502781,1448810155,100,29,2,10,1,"1899-12-30 16:49:00","1899-12-30 16:59:00",100,,537,,0,,
1259484048,1448810155,100,37,2,10,1,"1899-12-30 17:01:00","1899-12-30 17:07:00",100,,538,,0,,
-1007797092,1448810155,100,23,2,10,1,"1899-12-30 17:08:00","1899-12-30 17:20:00",100,,539,,0,,
1454476745,131629654,100,30,2,10,1,"1899-12-30 15:08:00","1899-12-30 15:11:00",100,,540,,0,,
1717307328,131629654,100,33,2,10,1,"1899-12-30 15:14:00","1899-12-30 15:20:00",100,,541,,0,,
-799740198,131629654,100,27,2,10,1,"1899-12-30 15:22:00","1899-12-30 15:24:00",100,,542,,0,,
-1323198312,131629654,100,28,2,10,1,"1899-12-30 15:25:00","1899-12-30 15:31:00",100,,543,,0,,
1595886219,131629654,100,35,2,10,1,"1899-12-30 15:32:00","1899-12-30 15:35:00",100,,544,,0,,
1439760305,131629654,100,36,2,10,1,"1899-12-30 15:36:00","1899-12-30 15:38:00",100,"No whelks",545,,0,,
313915422,131629654,100,38,2,10,1,"1899-12-30 15:38:00","1899-12-30 15:41:00",100,"No whelks",546,,0,,
-1201172153,131629654,100,39,2,10,1,"1899-12-30 15:41:00","1899-12-30 15:44:00",100,"No whelks",547,,0,,
-1518709892,131629654,100,34,2,10,1,"1899-12-30 15:46:00","1899-12-30 15:53:00",100,,548,,0,,
-1380215895,131629654,100,32,2,10,1,"1899-12-30 15:53:00","1899-12-30 15:58:00",100,,549,,0,,
-1332822752,131629654,100,31,2,10,1,"1899-12-30 16:00:00","1899-12-30 16:24:00",100,"Two new patches, one above AD: ~1x5m and one south of AD: ~3mx3m.  Only byssus threads and Semibalanus left.",550,,0,,
-748805257,131629654,100,25,2,10,1,"1899-12-30 16:28:00","1899-12-30 16:31:00",100,,551,,0,,
-1428082445,131629654,100,26,2,10,1,"1899-12-30 16:31:00","1899-12-30 16:39:00",100,,552,,0,,
-1665851237,131629654,100,24,2,10,1,"1899-12-30 16:40:00","1899-12-30 16:51:00",100,,553,,0,,
-540764412,131629654,100,29,2,10,1,"1899-12-30 16:52:00","1899-12-30 16:59:00",100,,554,,0,,
892698831,131629654,100,22,2,10,1,"1899-12-30 17:02:00","1899-12-30 17:12:00",100,,555,,0,,
94786104,131629654,100,23,2,10,1,"1899-12-30 17:13:00","1899-12-30 17:20:00",60,"getting splashed by waves",556,,0,,
1531304919,131629654,100,37,2,10,1,"1899-12-30 17:22:00","1899-12-30 17:24:00",100,,557,,0,,
-1747223342,1455037365,100,30,2,10,1,"1899-12-30 16:32:00","1899-12-30 16:34:00",100,,558,,0,,
-690243760,1455037365,100,33,2,10,1,"1899-12-30 16:34:00","1899-12-30 16:43:00",100,,559,,0,,
1526019354,1455037365,100,34,2,10,1,"1899-12-30 16:43:00","1899-12-30 16:50:00",100,,560,,0,,
1989989668,1424971214,100,32,2,10,1,"1899-12-30 09:48:00","1899-12-30 10:12:00",100,,166,,17,,
-297263962,1424971214,100,35,2,10,1,"1899-12-30 10:16:00","1899-12-30 10:34:00",100,,167,,17,,
1132898820,1424971214,100,38,2,10,1,"1899-12-30 10:35:00","1899-12-30 10:48:00",100,,168,,17,,
261751533,-151817814,100,34,2,10,1,"1899-12-30 06:59:00","1899-12-30 07:43:00",100,"7 unasocciated eggs",169,,17,,
1428941981,-151817814,100,36,2,10,1,"1899-12-30 07:44:00","1899-12-30 08:21:00",100,,171,,17,,
-29454835,-151817814,100,39,2,10,1,"1899-12-30 08:22:00","1899-12-30 09:11:00",100,"11 eggs unassociated",172,,17,,
-1538922610,-151817814,100,24,2,10,1,"1899-12-30 09:21:00","1899-12-30 10:23:00",100,"12 + 36 Nc eggs unnassociated",173,,17,,
-1441114854,-151817814,100,23,2,1410565351,1,"1899-12-30 07:00:00","1899-12-30 10:23:00",35,"Start and end times guessed",174,,17,,
1434087336,-151817814,100,22,2,10,1,"1899-12-30 10:23:00","1899-12-30 10:45:00",80,"7 No eggs (unassociated)",175,,17,,
-749423964,-151817814,100,31,2,10,1,"1899-12-30 10:46:00","1899-12-30 11:08:00",30,"17 unassociated No eggs",176,,17,,
1467988583,-151817814,100,37,2,10,1,"1899-12-30 11:08:00","1899-12-30 11:15:00",90,,177,,17,,
691828809,1429900904,100,36,2,10,1,"1899-12-30 04:25:00","1899-12-30 05:12:00",60,"30 eggs",178,,17,,
-281910083,1429900904,100,39,2,10,1,"1899-12-30 05:14:00","1899-12-30 06:12:00",100,,179,,17,,
-1830930107,1429900904,100,38,2,10,1,"1899-12-30 06:13:00","1899-12-30 06:25:00",100,,180,,17,,
-1392189249,1429900904,100,22,2,10,1,"1899-12-30 06:27:00","1899-12-30 07:09:00",50,"3 + 43 unassociated eggs",181,,17,,
1806038117,1429900904,100,24,2,10,1,"1899-12-30 07:10:00","1899-12-30 08:00:00",50,"12+18 unassociated No eggs; 25 unassociated Nc eggs",182,,17,,
-593669173,1429900904,100,26,2,10,1,"1899-12-30 08:10:00","1899-12-30 08:52:00",50,"5+5+9 unassociated eggs",183,,17,,
964994773,1429900904,100,29,2,10,1,"1899-12-30 08:54:00","1899-12-30 09:41:00",100,,184,,17,,
184867828,1429900904,100,25,2,10,1,"1899-12-30 09:44:00","1899-12-30 09:58:00",100,,185,,17,,
726505658,1429900904,100,27,2,10,1,"1899-12-30 09:59:00","1899-12-30 10:15:00",100,,186,,17,,
1689651944,1339119075,100,30,2,10,1,"1899-12-30 05:42:00","1899-12-30 06:06:00",100,,187,,17,,
-378464504,1339119075,100,33,2,10,1,"1899-12-30 06:07:00","1899-12-30 07:02:00",100,,188,,17,,
-286539116,1339119075,100,28,2,10,1,"1899-12-30 07:04:00","1899-12-30 07:52:00",25,"7 unassociated eggs",189,,17,,
1311424807,1339119075,100,31,2,10,1,"1899-12-30 07:55:00","1899-12-30 08:50:00",30,"5 unassociated eggs",190,,17,,
382704978,1339119075,100,23,2,10,1,"1899-12-30 08:58:00","1899-12-30 09:30:00",25,"19+24 unassociated Nc eggs",191,,17,,
-292427252,1339119075,100,32,2,10,1,"1899-12-30 09:32:00","1899-12-30 10:10:00",50,"25 unassociated No eggs",192,,17,,
1689597060,1418671493,100,29,2,10,1,"1899-12-30 08:05:00","1899-12-30 09:00:00",100,,18,,17,,
1981345386,1418671493,100,30,2,10,1,"1899-12-30 09:00:00","1899-12-30 09:04:00",100,,19,,17,,
-1907763072,-75624831,100,33,2,10,1,"1899-12-30 05:45:00","1899-12-30 05:55:00",100,,20,,17,,
176469218,-75624831,100,31,2,10,1,"1899-12-30 05:56:00","1899-12-30 06:22:00",100,,21,,17,,
-1890234880,-75624831,100,32,2,10,1,"1899-12-30 06:22:00","1899-12-30 06:35:00",100,,22,,17,,
-404436619,-75624831,100,34,2,10,1,"1899-12-30 06:35:00","1899-12-30 06:55:00",100,,23,,17,,
1454222490,-75624831,100,35,2,10,1,"1899-12-30 06:55:00","1899-12-30 07:01:00",100,,24,,17,,
470480648,-75624831,100,36,2,10,1,"1899-12-30 07:02:00","1899-12-30 07:08:00",100,,25,,17,,
646306859,-75624831,100,37,2,10,1,"1899-12-30 07:09:00","1899-12-30 07:11:00",100,,26,,17,,
-1580438959,-75624831,100,38,2,10,1,"1899-12-30 07:11:00","1899-12-30 07:20:00",100,,27,,17,,
-1005733847,-75624831,100,39,2,10,1,"1899-12-30 07:20:00","1899-12-30 07:41:00",100,,28,,17,,
-1262519662,-580622219,100,25,2,10,1,"1899-12-30 03:05:00","1899-12-30 03:06:00",100,"No whelks; barnacle sheet",29,,17,,
407353259,-580622219,100,24,2,10,1,"1899-12-30 03:09:00","1899-12-30 03:15:00",100,"barnacle sheet w/ diatom-covered mussels threads, large abundant limpets; Nc in mussels on edge; abundant amphipods, small 2-5 mm mussels",30,,17,,
894511341,-580622219,100,26,2,10,1,"1899-12-30 03:16:00","1899-12-30 03:26:00",100,"whelks around edges; barnacle sheet",31,,17,,
-787691633,-580622219,100,23,2,10,1,"1899-12-30 03:27:00","1899-12-30 04:55:00",100,"+40 Nc in crack; good 2-5mm mussel recruitment",32,,17,,
-1642045165,-580622219,100,22,2,10,1,"1899-12-30 04:45:00","1899-12-30 04:49:00",100,"barnacle sheet",33,,17,,
-1813059612,-580622219,100,27,2,10,1,"1899-12-30 04:56:00","1899-12-30 05:01:00",100,"barnacle sheet w/ diatoms",34,,17,,
-2042737039,-580622219,100,28,2,10,1,"1899-12-30 05:13:00","1899-12-30 05:18:00",100,,35,,17,,
1696926984,-580622219,100,29,2,10,1,"1899-12-30 05:21:00","1899-12-30 05:41:00",100,"barnacle sheet w/ diatoms",36,,17,,
2030509749,-580622219,100,30,2,10,1,"1899-12-30 05:42:00","1899-12-30 05:44:00",100,,37,,17,,
1543133163,-580622219,100,32,2,10,1,"1899-12-30 05:45:00","1899-12-30 05:50:00",100,"barnacle sheet w/ algae",38,,17,,
-1897656086,-580622219,100,31,2,10,1,"1899-12-30 05:50:00","1899-12-30 06:07:00",100,"1 Pisaster",39,,17,,
1366660801,1421011392,100,33,2,10,1,"1899-12-30 03:22:00","1899-12-30 03:30:00",100,"barnacle sheet",40,,17,,
-602396130,1421011392,100,34,2,10,1,"1899-12-30 03:30:00","1899-12-30 03:46:00",100,,41,,17,,
-1135439230,1421011392,100,35,2,10,1,"1899-12-30 03:46:00","1899-12-30 03:51:00",100,"barnacle sheet; a few ~1cm mussels already",42,,17,,
696785047,1421011392,100,36,2,10,1,"1899-12-30 03:52:00","1899-12-30 03:56:00",100,,43,,17,,
-765234362,1421011392,100,37,2,10,1,"1899-12-30 03:56:00","1899-12-30 04:10:00",100,"sloughing barnacle sheet; lots of water and algae",44,,17,,
884204260,1421011392,100,38,2,10,1,"1899-12-30 04:02:00","1899-12-30 04:10:00",100,"barnacle sheet",45,,17,,
895136699,1421011392,100,39,2,10,1,"1899-12-30 04:10:00","1899-12-30 04:26:00",100,,46,,17,,
-1597648782,1435804117,100,22,2,10,1,"1899-12-30 19:31:00","1899-12-30 19:39:00",100,,47,,17,,
-499408443,1435804117,100,23,2,10,1,"1899-12-30 20:26:00","1899-12-30 21:00:00",33,"very high mussel set + Pollicipes",48,,17,,
-191842561,1435804117,100,25,2,10,1,"1899-12-30 19:41:00","1899-12-30 19:46:00",100,"very low mussel set",49,,17,,
-570929925,1435804117,100,24,2,10,1,"1899-12-30 19:54:00","1899-12-30 20:04:00",100,"good mussel set",50,,17,,
-1176127466,1435804117,100,26,2,10,1,"1899-12-30 20:05:00","1899-12-30 20:18:00",100,"good mussel set",51,,17,,
-1619209324,1435804117,100,27,2,10,1,"1899-12-30 20:18:00","1899-12-30 20:23:00",100,"low mussel set; patches of Ulva and Porphyra",52,,17,,
427754720,1435804117,100,28,2,10,1,"1899-12-30 21:01:00","1899-12-30 21:16:00",100,"good mussel set; lots of sand.  Shells eaten by oystercatchers:  Nc: 12,11,12,12. No: 11",53,,17,,
2061998941,1435804117,100,29,2,10,1,"1899-12-30 21:16:00","1899-12-30 21:48:00",95,"very good mussel set and some Pollicipes.  Whelks eaten by oystercatchers: No: 14; Nc: 14, 11",54,,17,,
1586274792,1435804117,100,30,2,10,1,"1899-12-30 21:49:00","1899-12-30 21:51:00",100,"low mussel set",55,,17,,
-2006238499,1435804117,100,33,2,10,1,"1899-12-30 21:55:00","1899-12-30 22:06:00",100,"good mussel set",56,,17,,
-709721673,1435804117,100,34,2,10,1,"1899-12-30 22:08:00","1899-12-30 22:19:00",100,"very low mussel set",57,,17,,
-554449746,1435804117,100,35,2,10,1,"1899-12-30 22:20:00","1899-12-30 22:23:00",100,"very low mussel set",58,,17,,
-1607355057,1435804117,100,39,2,10,1,"1899-12-30 22:24:00","1899-12-30 22:34:00",100,"very low mussel set",59,,17,,
-1835385993,1435804117,100,38,2,10,1,"1899-12-30 22:35:00","1899-12-30 22:40:00",100,"very low mussel set",60,,17,,
-815584112,-1161072853,100,31,2,10,1,"1899-12-30 21:05:00","1899-12-30 21:33:00",100,"good mussel set",61,,17,,
-517065848,-1161072853,100,32,2,10,1,"1899-12-30 21:34:00","1899-12-30 21:41:00",100,"low mussel set; Pollicipes set",62,,17,,
-1871203213,-1161072853,100,37,2,10,1,"1899-12-30 21:41:00","1899-12-30 21:45:00",100,"low mussel set; Porphyra abundant",63,,17,,
1515330521,-1161072853,100,36,2,10,1,"1899-12-30 21:45:00","1899-12-30 21:49:00",100,"very low mussel set",64,,17,,
1420486894,-2066692649,100,24,2,10,1,"1899-12-30 16:30:00","1899-12-30 16:35:00",100,,65,,17,,
1121641862,-2066692649,100,22,2,10,1,"1899-12-30 16:36:00","1899-12-30 16:42:00",100,,66,,17,,
77572594,-2066692649,100,25,2,10,1,"1899-12-30 16:44:00","1899-12-30 16:49:00",100,,67,,17,,
615574814,-2066692649,100,23,2,10,1,"1899-12-30 16:50:00","1899-12-30 17:09:00",80,"All but top-left ""pool"" area surveyed.  Major disturbance happened.  Most barnacles (and mussels) have sloughed off.  One Pisaster (120 arm length; center to tip).",68,,17,,
-599639799,1822616677,100,34,2,10,1,"1899-12-30 18:18:00","1899-12-30 18:28:00",100,,95,,17,,
1945987613,1822616677,100,35,2,10,1,"1899-12-30 18:30:00","1899-12-30 18:38:00",100,,96,,17,,
-631642489,1822616677,100,37,2,10,1,"1899-12-30 18:43:00","1899-12-30 18:48:00",100,,97,,17,,
-1733727219,1822616677,100,36,2,10,1,"1899-12-30 18:49:00","1899-12-30 18:52:00",100,,98,,18,,
-1262595192,1822616677,100,39,2,10,1,"1899-12-30 18:53:00","1899-12-30 19:05:00",100,,99,,18,,
-98084462,1822616677,100,38,2,10,1,"1899-12-30 19:05:00","1899-12-30 19:15:00",100,,100,,18,,
-527913234,2110914242,100,27,2,10,1,"1899-12-30 14:35:00","1899-12-30 14:40:00",100,"No whelks",101,,18,,
-625962025,2110914242,100,25,2,10,1,"1899-12-30 14:40:00","1899-12-30 14:45:00",100,,102,,18,,
997923293,2110914242,100,35,2,10,1,"1899-12-30 14:46:00","1899-12-30 14:50:00",100,,103,,18,,
2133814150,2110914242,100,34,2,10,1,"1899-12-30 14:51:00","1899-12-30 14:59:00",100,,104,,18,,
-435157327,2110914242,100,32,2,10,1,"1899-12-30 15:00:00","1899-12-30 15:05:00",100,,105,,18,,
-1737889085,2110914242,100,36,2,10,1,"1899-12-30 15:06:00","1899-12-30 15:10:00",100,,106,,18,,
1944478975,2110914242,100,38,2,10,1,"1899-12-30 15:11:00","1899-12-30 15:13:00",100,,107,,18,,
-1384248030,2110914242,100,39,2,10,1,"1899-12-30 15:13:00","1899-12-30 15:19:00",100,,108,,18,,
-563034215,2110914242,100,31,2,10,1,"1899-12-30 15:20:00","1899-12-30 15:32:00",100,,109,,18,,
1165311642,2110914242,100,33,2,10,1,"1899-12-30 15:33:00","1899-12-30 15:38:00",100,,110,,18,,
1619418182,2110914242,100,30,2,10,1,"1899-12-30 15:39:00","1899-12-30 15:43:00",100,,111,,18,,
449689365,2110914242,100,29,2,10,1,"1899-12-30 15:45:00","1899-12-30 15:49:00",100,,112,,18,,
-1924399812,2110914242,100,28,2,10,1,"1899-12-30 15:52:00","1899-12-30 15:56:00",100,,113,,18,,
-1440311862,2110914242,100,26,2,10,1,"1899-12-30 15:57:00","1899-12-30 16:03:00",100,"3 Nc eggs!",114,,18,,
1501890166,2110914242,100,24,2,10,1,"1899-12-30 16:04:00","1899-12-30 16:08:00",100,,115,,18,,
1907112123,2110914242,100,22,2,10,1,"1899-12-30 16:09:00","1899-12-30 16:16:00",100,,116,,18,,
-98440835,2110914242,100,23,2,10,1,"1899-12-30 16:16:00","1899-12-30 16:24:00",100,"including pool area",117,,18,,
-1694567248,1455037365,100,35,2,10,1,"1899-12-30 16:50:00","1899-12-30 16:53:00",100,,561,,0,,
-349239577,2110914242,100,37,2,10,1,"1899-12-30 16:27:00","1899-12-30 16:30:00",100,"No whelks",118,,18,,
238534812,-1233549270,100,22,2,10,1,"1899-12-30 16:34:00","1899-12-30 16:41:00",100,,119,,18,,
-1256099937,-1233549270,100,23,2,10,1,"1899-12-30 16:42:00","1899-12-30 16:53:00",80,,120,,18,,
1392018590,-1233549270,100,24,2,10,1,"1899-12-30 16:55:00","1899-12-30 17:01:00",100,,121,,18,,
