"CensusID","ObsID","Date","Site","Area","Type","ObservationType","Pred","PredAbb","Prey","PreyAbb","PredSize","EstimatedPredSize","PreySize","EstimatedPreySize","Drilling","ObsComment","Tag","PossibleChaemoPred","TideZone","RepeatObs","ShellColour"
1422985281,937825188,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1574179750,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",21,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1883392523,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",13,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1041681365,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",14,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,282331971,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",18,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1990700273,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-705894928,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",15,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,958672072,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",15,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-862885933,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",15,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1365847528,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",18,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1605876131,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,5,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1061453369,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,842369223,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,2064372988,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",14,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,756102026,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",15,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-642685434,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",18,FALSE,4,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1787897779,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-2138964578,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",17,FALSE,3,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-711487703,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",15,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1027214129,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-866953908,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,5,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-245157262,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Balanus_glandula","Bg",16,FALSE,2,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1749486679,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Mytilus_trossulus","Mt",13,FALSE,19,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1937965110,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",13,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-972072750,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",17,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1963359249,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",19,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1563879098,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",13,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1600055841,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",9,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1839392693,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1817829548,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-749599072,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,829262715,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",16,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1700329923,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",16,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1591455838,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",10,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1361968153,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",17,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1235989563,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",14,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,2142735743,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-556546458,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,889145579,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",20,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,1114745523,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",17,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-1387737650,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",17,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,723839748,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",20,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-2128348844,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",16,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,991417208,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",17,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1422985281,-869056201,2014-04-03,"Yachats_Barnacle_Rock","Unspecified","Natural","Anecdotal Observation","Nucella_ostrina","No","Not_Feeding","NF",14,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
